Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
DL,2652,TPA,LGA,Friday,15:33,157,1
EV,5235,ATL,BTR,Friday,15:33,96,0
F9,770,LAS,DEN,Friday,15:33,111,1
FL,922,ATL,MCI,Friday,15:33,132,0
OO,6886,ORD,DSM,Friday,15:33,71,1
OO,6956,FAT,DEN,Friday,15:33,134,1
UA,962,CMH,DEN,Friday,15:33,201,1
XE,2205,DTW,EWR,Friday,15:33,122,1
XE,2484,MCI,CLE,Friday,15:33,112,1
B6,595,HPN,MCO,Friday,15:34,166,1
OO,6932,SFO,CEC,Friday,15:34,93,1
9E,3694,DTW,MDW,Friday,15:35,71,1
9E,3981,MSP,DSM,Friday,15:35,72,1
9E,4116,DTW,BUF,Friday,15:35,78,1
9E,4194,RST,MSP,Friday,15:35,50,1
9E,4224,DTW,LAN,Friday,15:35,49,1
9E,4297,DTW,LIT,Friday,15:35,143,1
AA,1254,DFW,BOS,Friday,15:35,210,1
AA,1484,PHX,DFW,Friday,15:35,140,1
AA,1545,DFW,TUS,Friday,15:35,145,0
AA,1762,MIA,ATL,Friday,15:35,125,0
AA,1917,JFK,MCO,Friday,15:35,185,1
AA,1930,MIA,BOS,Friday,15:35,190,0
AA,2098,ORD,BOS,Friday,15:35,130,1
AA,484,DFW,MIA,Friday,15:35,165,1
AA,730,ORD,FLL,Friday,15:35,180,0
AA,759,LGA,DFW,Friday,15:35,250,0
AA,819,OMA,DFW,Friday,15:35,115,0
AA,821,JFK,FLL,Friday,15:35,205,0
AS,638,SEA,PHX,Friday,15:35,166,0
CO,380,LAS,CLE,Friday,15:35,232,0
CO,399,IAH,DEN,Friday,15:35,156,0
CO,855,PBI,EWR,Friday,15:35,175,1
DL,1207,ATL,BUF,Friday,15:35,123,0
DL,2808,FLL,CVG,Friday,15:35,158,1
EV,5090,VPS,ATL,Friday,15:35,83,0
EV,5335,ATL,ABY,Friday,15:35,53,0
EV,5483,BOS,DCA,Friday,15:35,110,1
FL,1178,GRR,RSW,Friday,15:35,164,0
FL,1229,SRQ,IND,Friday,15:35,139,0
HA,280,OGG,KOA,Friday,15:35,32,1
MQ,2787,LRD,DFW,Friday,15:35,80,1
MQ,2941,DFW,PNS,Friday,15:35,100,1
MQ,3009,LAX,MRY,Friday,15:35,65,0
MQ,4002,ORD,XNA,Friday,15:35,110,0
MQ,4229,PIT,ORD,Friday,15:35,100,0
OH,6270,CVG,ORF,Friday,15:35,94,0
OH,6283,DTW,CVG,Friday,15:35,79,1
OH,6306,DTW,DSM,Friday,15:35,117,0
OH,6456,LEX,ATL,Friday,15:35,90,0
OO,4691,MSP,CMH,Friday,15:35,108,1
OO,4711,MSP,XNA,Friday,15:35,109,0
UA,523,DEN,PHX,Friday,15:35,117,0
UA,617,ORD,SNA,Friday,15:35,273,1
US,1203,BWI,CLT,Friday,15:35,88,0
US,143,SFO,PHX,Friday,15:35,115,1
US,1667,PIT,CLT,Friday,15:35,92,0
US,1764,JAX,CLT,Friday,15:35,78,0
US,191,PHL,PHX,Friday,15:35,320,0
US,735,PHL,CLT,Friday,15:35,108,0
US,751,PHL,MIA,Friday,15:35,171,1
WN,1091,OKC,DAL,Friday,15:35,50,1
WN,1435,IND,PHX,Friday,15:35,245,1
WN,1860,LIT,HOU,Friday,15:35,85,1
WN,2010,PHX,SAN,Friday,15:35,70,1
WN,2029,OAK,LAX,Friday,15:35,70,1
WN,2380,AUS,MDW,Friday,15:35,155,1
WN,28,ELP,PHX,Friday,15:35,75,1
WN,2960,DEN,SNA,Friday,15:35,150,1
WN,3604,SJC,SAN,Friday,15:35,75,1
WN,539,MCO,PVD,Friday,15:35,160,1
WN,541,LAS,SEA,Friday,15:35,165,1
WN,750,ELP,LAX,Friday,15:35,130,1
WN,989,RNO,LAX,Friday,15:35,80,1
XE,2278,IAH,OMA,Friday,15:35,128,1
XE,2298,IAH,IND,Friday,15:35,133,1
XE,2640,EWR,GRR,Friday,15:35,127,1
XE,2809,IAH,CRP,Friday,15:35,59,1
XE,2936,IAH,AEX,Friday,15:35,56,1
XE,3129,IAH,STL,Friday,15:35,118,1
FL,435,MKE,ATL,Friday,15:36,121,0
HA,183,HNL,LIH,Friday,15:36,37,0
OH,6595,JFK,ORD,Friday,15:36,174,1
OO,6391,DEN,TUS,Friday,15:36,118,1
OO,6623,SBA,SFO,Friday,15:36,80,1
OO,7035,SFO,SBP,Friday,15:36,68,1
DL,2643,EWR,ATL,Friday,15:37,155,0
EV,5307,HOU,ATL,Friday,15:37,122,1
FL,525,BWI,TPA,Friday,15:37,148,0
FL,791,ATL,STL,Friday,15:37,103,1
UA,544,LAS,SFO,Friday,15:37,103,1
UA,645,SJU,ORD,Friday,15:37,320,1
F9,858,PHX,DEN,Friday,15:38,107,1
FL,907,PHF,ATL,Friday,15:38,105,0
OO,6610,DEN,GJT,Friday,15:38,53,1
OO,7046,DEN,MSN,Friday,15:38,127,0
OO,7053,DEN,GEG,Friday,15:38,146,0
9E,4021,LGA,CHS,Friday,15:39,145,1
B6,65,ROC,JFK,Friday,15:39,81,0
CO,1450,CLE,LGA,Friday,15:39,100,1
UA,196,SFO,PHL,Friday,15:39,320,1
9E,3829,DTW,CID,Friday,15:40,102,1
9E,4056,MSP,SDF,Friday,15:40,119,1
9E,4145,DTW,ERI,Friday,15:40,59,0
9E,4371,DTW,FWA,Friday,15:40,51,1
9E,4381,BHM,DTW,Friday,15:40,135,0
AA,1881,IAD,DFW,Friday,15:40,215,1
AA,1918,TPA,ORD,Friday,15:40,170,1
AA,2004,ORD,MIA,Friday,15:40,185,0
AA,2337,ORD,DFW,Friday,15:40,155,1
AA,358,ORD,LGA,Friday,15:40,130,1
AA,425,ORD,SEA,Friday,15:40,270,1
AS,482,SEA,SAN,Friday,15:40,160,0
AS,520,SEA,BUR,Friday,15:40,142,1
AS,592,PDX,PSP,Friday,15:40,137,0
AS,688,PDX,SJC,Friday,15:40,104,0
B6,686,DCA,BOS,Friday,15:40,84,1
B6,9,JFK,FLL,Friday,15:40,199,1
CO,1461,CLE,MCO,Friday,15:40,149,0
CO,632,IAH,LGA,Friday,15:40,208,1
CO,795,IAH,LAX,Friday,15:40,228,1
CO,821,CLE,FLL,Friday,15:40,170,1
DL,1213,ROC,ATL,Friday,15:40,144,1
DL,2021,DTW,PHX,Friday,15:40,270,1
DL,2398,RSW,MSP,Friday,15:40,221,0
DL,2486,ATL,LGA,Friday,15:40,134,1
DL,2494,RIC,ATL,Friday,15:40,110,1
DL,2695,DCA,MIA,Friday,15:40,159,1
EV,5033,SYR,ATL,Friday,15:40,148,1
EV,5050,DTW,CAK,Friday,15:40,56,0
EV,5140,JAN,DTW,Friday,15:40,130,0
EV,5175,MOB,ATL,Friday,15:40,75,1
EV,5422,DEN,MEM,Friday,15:40,130,0
EV,5445,DTW,OMA,Friday,15:40,138,1
F9,843,MDW,DEN,Friday,15:40,157,1
HA,26,HNL,PDX,Friday,15:40,325,0
MQ,3804,PHL,ORD,Friday,15:40,145,1
MQ,4007,ORD,CMH,Friday,15:40,70,0
MQ,4074,XNA,ORD,Friday,15:40,105,0
MQ,4163,DTW,ORD,Friday,15:40,85,0
MQ,4338,ORD,DTW,Friday,15:40,80,1
OH,6386,CVG,BWI,Friday,15:40,91,1
OH,6546,DTW,MBS,Friday,15:40,59,0
OH,6607,DTW,GRR,Friday,15:40,59,0
OO,3047,MKE,PIT,Friday,15:40,85,0
OO,4742,RAP,MSP,Friday,15:40,92,0
OO,4887,MSP,ORD,Friday,15:40,77,1
OO,6349,PDX,LAX,Friday,15:40,140,1
UA,514,PHX,ORD,Friday,15:40,202,0
US,1012,STT,PHL,Friday,15:40,257,1
US,1024,SJU,PHL,Friday,15:40,244,0
US,1089,PHL,JAX,Friday,15:40,136,0
US,1095,RDU,PHL,Friday,15:40,98,0
US,1096,PHL,RDU,Friday,15:40,85,1
US,1866,ATL,CLT,Friday,15:40,76,0
US,1978,IAH,CLT,Friday,15:40,148,1
US,739,PHL,PIT,Friday,15:40,72,1
WN,1103,RSW,MCO,Friday,15:40,50,1
WN,1215,SAT,DAL,Friday,15:40,55,0
WN,1305,OAK,SEA,Friday,15:40,125,1
WN,134,MDW,DTW,Friday,15:40,70,1
WN,1916,SMF,ONT,Friday,15:40,75,1
WN,194,AUS,ELP,Friday,15:40,100,1
WN,2101,OAK,BUR,Friday,15:40,65,1
WN,226,TPA,MDW,Friday,15:40,165,1
WN,2616,MDW,CLE,Friday,15:40,70,1
WN,2991,SAN,DEN,Friday,15:40,135,1
WN,335,SLC,MDW,Friday,15:40,195,1
WN,3779,BWI,IND,Friday,15:40,110,1
WN,392,LAX,ABQ,Friday,15:40,105,1
WN,543,JAX,BNA,Friday,15:40,95,1
WN,55,PHX,ELP,Friday,15:40,65,1
WN,637,LAS,SAN,Friday,15:40,65,1
WN,866,ABQ,DEN,Friday,15:40,80,1
WN,983,MCO,SAT,Friday,15:40,185,1
XE,2474,IAH,BNA,Friday,15:40,109,1
XE,2480,CLE,BTV,Friday,15:40,82,1
XE,2711,EWR,PVD,Friday,15:40,62,0
XE,2948,IAH,MKE,Friday,15:40,151,0
9E,4285,OKC,MSP,Friday,15:41,131,1
B6,1401,FLL,AUS,Friday,15:41,189,1
EV,5378,ATL,AEX,Friday,15:41,101,1
EV,5390,ECP,ATL,Friday,15:41,78,1
FL,255,ATL,FNT,Friday,15:41,114,1
FL,511,DFW,MKE,Friday,15:41,135,0
FL,81,ATL,FLL,Friday,15:41,111,0
HA,354,LIH,HNL,Friday,15:41,32,1
OO,6693,DEN,CPR,Friday,15:41,56,0
OO,6910,DEN,FSD,Friday,15:41,85,0
OO,7042,DEN,SGF,Friday,15:41,99,0
DL,1476,PBI,DTW,Friday,15:42,178,0
DL,2746,IND,MSP,Friday,15:42,108,0
EV,5380,JAN,ATL,Friday,15:42,86,1
F9,630,DEN,MSN,Friday,15:42,119,0
OO,6256,FWA,ORD,Friday,15:42,63,0
OO,6489,DRO,DEN,Friday,15:42,62,0
9E,3872,BNA,DTW,Friday,15:43,115,0
B6,466,RSW,BOS,Friday,15:43,177,1
OO,6520,MBS,ORD,Friday,15:43,72,0
UA,930,SAN,SFO,Friday,15:43,97,1
OO,6522,PHX,LAX,Friday,15:44,81,1
OO,6753,PSP,DEN,Friday,15:44,123,1
OO,6924,DEN,ASE,Friday,15:44,44,1
YV,7279,IAD,ORF,Friday,15:44,55,1
9E,3711,DTW,SBN,Friday,15:45,60,0
9E,3922,DTW,PVD,Friday,15:45,118,0
AA,1175,DFW,MSP,Friday,15:45,145,0
AA,1404,RSW,ORD,Friday,15:45,195,0
AA,1517,DFW,ABQ,Friday,15:45,110,0
AA,1632,DFW,OMA,Friday,15:45,105,1
AA,1925,TUL,DFW,Friday,15:45,70,0
AA,2222,DFW,ATL,Friday,15:45,125,0
AA,2395,CLT,DFW,Friday,15:45,180,0
AA,277,MIA,LAX,Friday,15:45,350,1
AA,399,DFW,SFO,Friday,15:45,240,1
AA,431,MIA,TPA,Friday,15:45,60,0
AA,494,ABQ,DFW,Friday,15:45,100,1
AA,521,MIA,DEN,Friday,15:45,265,1
AA,522,PDX,DFW,Friday,15:45,215,1
AA,695,JFK,AUS,Friday,15:45,260,0
AA,856,STT,BOS,Friday,15:45,255,0
AS,188,FAI,ANC,Friday,15:45,60,0
AS,189,ANC,FAI,Friday,15:45,59,1
AS,327,SJC,SEA,Friday,15:45,123,0
AS,584,PDX,SNA,Friday,15:45,145,0
AS,618,SEA,LAS,Friday,15:45,142,0
B6,1188,SRQ,BOS,Friday,15:45,176,0
B6,622,HOU,JFK,Friday,15:45,204,1
CO,244,IAH,CLE,Friday,15:45,165,1
CO,246,IAH,ORD,Friday,15:45,165,0
CO,682,IAH,BOS,Friday,15:45,227,1
CO,690,SLC,IAH,Friday,15:45,175,0
DL,1130,MEM,ATL,Friday,15:45,85,0
DL,123,JFK,ATL,Friday,15:45,171,0
DL,1722,DTW,BOS,Friday,15:45,122,0
DL,1836,DTW,BWI,Friday,15:45,104,0
DL,1910,DFW,ATL,Friday,15:45,120,1
DL,2993,BDL,PBI,Friday,15:45,192,0
EV,5037,GPT,ATL,Friday,15:45,86,1
EV,5444,OKC,ATL,Friday,15:45,127,0
FL,1051,MCO,ABE,Friday,15:45,143,0
FL,20,ATL,MDW,Friday,15:45,115,1
MQ,2780,DFW,CRP,Friday,15:45,80,1
MQ,2858,DFW,DSM,Friday,15:45,110,1
MQ,2860,VPS,DFW,Friday,15:45,135,1
MQ,2929,DFW,BTR,Friday,15:45,80,1
MQ,2959,SHV,DFW,Friday,15:45,60,1
MQ,3061,LAX,SAN,Friday,15:45,45,1
MQ,3068,SAN,LAX,Friday,15:45,45,1
MQ,3701,DCA,ORD,Friday,15:45,125,0
MQ,4188,ORD,ABE,Friday,15:45,105,1
MQ,4579,LGA,CLT,Friday,15:45,125,1
OH,6291,BOS,RDU,Friday,15:45,146,1
OH,6567,DTW,XNA,Friday,15:45,147,0
OO,3116,MKE,CAK,Friday,15:45,77,1
US,1243,PHL,TPA,Friday,15:45,162,0
US,1591,DCA,CLT,Friday,15:45,90,1
US,1950,DFW,CLT,Friday,15:45,143,1
US,1980,PHL,PVD,Friday,15:45,68,0
US,543,LAS,LAX,Friday,15:45,66,0
US,859,MCO,DCA,Friday,15:45,122,0
US,968,SJU,CLT,Friday,15:45,226,0
WN,1077,BWI,CMH,Friday,15:45,80,1
WN,1207,MCO,RSW,Friday,15:45,50,1
WN,124,LAX,SJC,Friday,15:45,65,1
WN,1512,MSY,TPA,Friday,15:45,85,1
WN,1676,SAN,LAS,Friday,15:45,70,1
WN,225,DEN,SFO,Friday,15:45,165,1
WN,2285,BNA,SAT,Friday,15:45,150,1
WN,2299,PHX,LAS,Friday,15:45,65,1
WN,247,DTW,MDW,Friday,15:45,70,1
WN,2807,MCI,MCO,Friday,15:45,160,1
WN,2872,BUR,PHX,Friday,15:45,85,1
WN,475,OMA,PHX,Friday,15:45,175,1
WN,488,LAX,OAK,Friday,15:45,75,1
WN,591,MSY,HOU,Friday,15:45,75,1
WN,610,BWI,ABQ,Friday,15:45,280,1
WN,814,HOU,DEN,Friday,15:45,155,1
WN,837,SEA,SMF,Friday,15:45,105,1
XE,2114,ORD,EWR,Friday,15:45,142,1
XE,2442,IAH,LFT,Friday,15:45,55,0
XE,2757,MCO,IAH,Friday,15:45,165,1
YV,1047,HNL,OGG,Friday,15:45,35,1
UA,156,DEN,OMA,Friday,15:46,89,0
UA,204,SEA,SFO,Friday,15:46,126,1
UA,450,DEN,MSP,Friday,15:46,121,0
DL,2534,PBI,LGA,Friday,15:47,171,1
F9,100,DEN,MSP,Friday,15:47,113,1
OO,4738,DFW,MSP,Friday,15:47,153,0
OO,6559,PDX,SEA,Friday,15:47,50,0
OO,6992,DEN,DRO,Friday,15:47,62,1
XE,3026,IAH,MCI,Friday,15:47,118,0
DL,503,ATL,MCI,Friday,15:48,137,1
FL,138,JAX,BWI,Friday,15:48,116,1
FL,785,MCO,PHF,Friday,15:48,102,0
UA,938,DEN,ORD,Friday,15:48,150,0
CO,1880,SEA,EWR,Friday,15:49,296,1
F9,145,HOU,DEN,Friday,15:49,141,1
FL,871,ATL,MSP,Friday,15:49,155,0
OO,6227,SFO,SMF,Friday,15:49,44,0
OO,6742,IND,DEN,Friday,15:49,179,0
XE,5933,LEX,ORD,Friday,15:49,89,1
9E,3654,ICT,MSP,Friday,15:50,110,0
AA,1275,SDF,DFW,Friday,15:50,145,0
AA,1380,DFW,IND,Friday,15:50,120,1
AA,1656,DFW,SDF,Friday,15:50,115,1
AA,1900,SNA,DFW,Friday,15:50,170,1
AA,349,FLL,DFW,Friday,15:50,195,0
AS,611,LAS,SEA,Friday,15:50,165,1
CO,201,EWR,FLL,Friday,15:50,192,1
CO,210,IAH,EWR,Friday,15:50,214,1
CO,526,IAH,BWI,Friday,15:50,183,1
CO,606,IAH,TPA,Friday,15:50,124,1
DL,1619,DTW,LAX,Friday,15:50,300,1
DL,2250,LAS,MSP,Friday,15:50,187,0
DL,2417,DTW,LAS,Friday,15:50,278,0
EV,5243,ATL,MGM,Friday,15:50,57,1
EV,5342,EVV,ATL,Friday,15:50,85,1
EV,5506,MGM,ATL,Friday,15:50,64,1
EV,5552,ATL,TYS,Friday,15:50,55,1
FL,964,ATL,ACY,Friday,15:50,112,0
MQ,2758,BTR,DFW,Friday,15:50,90,1
MQ,2769,DFW,SGF,Friday,15:50,75,1
MQ,2859,FAY,DFW,Friday,15:50,190,0
MQ,3045,DEN,LAX,Friday,15:50,150,1
OH,6639,DTW,GSO,Friday,15:50,103,1
OO,4523,SLC,BOI,Friday,15:50,68,1
UA,159,ORD,CMH,Friday,15:50,78,0
UA,430,ORD,SEA,Friday,15:50,275,0
UA,976,DEN,IAD,Friday,15:50,195,1
US,353,PHX,MSP,Friday,15:50,181,1
US,46,PHX,DCA,Friday,15:50,243,0
US,723,PHL,ORD,Friday,15:50,145,1
WN,1467,RNO,PHX,Friday,15:50,105,1
WN,1757,SNA,LAS,Friday,15:50,65,1
WN,1771,BWI,TPA,Friday,15:50,155,1
WN,200,AUS,DAL,Friday,15:50,55,1
WN,326,PVD,BWI,Friday,15:50,80,1
WN,3690,STL,SAN,Friday,15:50,240,1
WN,3771,SNA,PHX,Friday,15:50,70,1
WN,3930,SAN,AUS,Friday,15:50,160,1
WN,393,GEG,BOI,Friday,15:50,60,1
WN,399,HOU,MDW,Friday,15:50,150,1
WN,418,PHX,SEA,Friday,15:50,190,1
WN,777,ABQ,OAK,Friday,15:50,155,1
WN,780,DEN,MSP,Friday,15:50,120,1
WN,825,DAL,MAF,Friday,15:50,70,1
WN,885,LAS,SJC,Friday,15:50,85,1
WN,915,TPA,CMH,Friday,15:50,135,1
XE,2260,EWR,CVG,Friday,15:50,134,0
XE,2492,IAH,RDU,Friday,15:50,149,1
XE,2850,CRP,IAH,Friday,15:50,65,1
YV,1041,HNL,ITO,Friday,15:50,49,0
YV,2733,PHX,PSP,Friday,15:50,90,0
AA,1978,MFE,DFW,Friday,15:51,95,0
B6,1440,LGB,SFO,Friday,15:51,79,0
B6,537,EWR,TPA,Friday,15:51,179,1
EV,5063,ATL,OMA,Friday,15:51,150,1
OO,6491,ELP,LAX,Friday,15:51,137,1
US,1550,PHX,CLT,Friday,15:51,225,1
DL,1899,BNA,ATL,Friday,15:52,72,1
DL,674,STT,ATL,Friday,15:52,253,0
FL,635,BWI,DAY,Friday,15:52,93,0
B6,152,RSW,JFK,Friday,15:53,167,1
DL,1738,SRQ,ATL,Friday,15:53,98,1
EV,5292,DCA,BDL,Friday,15:53,80,1
FL,876,MSP,ATL,Friday,15:53,146,1
OO,6486,SFO,MMH,Friday,15:53,66,0
UA,21,PIT,DEN,Friday,15:53,227,1
9E,3857,ATL,OKC,Friday,15:54,141,1
AA,406,STL,ORD,Friday,15:54,80,1
B6,1784,MCO,JFK,Friday,15:54,155,1
CO,678,SAT,IAH,Friday,15:54,59,1
FL,464,BWI,PWM,Friday,15:54,83,0
OO,6616,ASE,DEN,Friday,15:54,48,0
OO,6765,SFO,ASE,Friday,15:54,134,0
9E,4275,MLU,ATL,Friday,15:55,100,1
AA,1523,SJU,ORD,Friday,15:55,320,1
AA,2548,MCO,JFK,Friday,15:55,160,1
CO,1503,LAX,EWR,Friday,15:55,304,1
CO,1787,IAH,DFW,Friday,15:55,72,0
CO,51,EWR,CLE,Friday,15:55,103,0
DL,1182,SEA,SLC,Friday,15:55,116,1
DL,11,ATL,MCO,Friday,15:55,89,1
DL,1311,DTW,DEN,Friday,15:55,194,1
DL,2336,JFK,MSP,Friday,15:55,210,1
DL,2762,PNS,ATL,Friday,15:55,79,1
DL,8,IAH,ATL,Friday,15:55,132,0
EV,5482,CRW,ATL,Friday,15:55,90,1
F9,138,DEN,DFW,Friday,15:55,108,0
FL,1155,RSW,IND,Friday,15:55,150,0
FL,1250,MCO,LEX,Friday,15:55,115,1
MQ,3012,LAX,DEN,Friday,15:55,145,1
MQ,3528,MKE,DFW,Friday,15:55,160,0
MQ,3766,ORD,DEN,Friday,15:55,155,1
MQ,3767,SLC,ORD,Friday,15:55,200,1
OO,4618,DEN,SLC,Friday,15:55,89,0
OO,4736,MSP,PIT,Friday,15:55,120,0
UA,318,SFO,DEN,Friday,15:55,151,1
US,1208,PHX,PHL,Friday,15:55,258,0
US,469,PHL,LAS,Friday,15:55,338,0
US,490,PHX,DEN,Friday,15:55,105,1
US,569,PHX,MCO,Friday,15:55,234,1
US,835,PHL,MCO,Friday,15:55,153,0
WN,110,BDL,MCO,Friday,15:55,185,1
WN,1113,ONT,SMF,Friday,15:55,80,1
WN,128,MHT,BWI,Friday,15:55,105,1
WN,1511,DEN,PHX,Friday,15:55,115,1
WN,1682,DEN,LAX,Friday,15:55,155,1
WN,1693,MCI,DAL,Friday,15:55,90,0
WN,1748,OMA,LAS,Friday,15:55,185,1
WN,2018,MCI,LAX,Friday,15:55,225,1
WN,2187,PHL,STL,Friday,15:55,160,1
WN,2635,BWI,JAN,Friday,15:55,165,1
WN,3066,OAK,LAS,Friday,15:55,85,1
WN,3517,OAK,PDX,Friday,15:55,100,1
WN,380,MDW,LAX,Friday,15:55,280,1
WN,560,PHL,BNA,Friday,15:55,145,1
WN,642,LAX,SLC,Friday,15:55,110,1
WN,849,PIT,LAS,Friday,15:55,310,1
WN,909,CMH,MDW,Friday,15:55,70,1
WN,969,BWI,MDW,Friday,15:55,125,1
FL,236,RIC,ATL,Friday,15:56,105,1
HA,225,OGG,HNL,Friday,15:56,34,0
OO,6882,DEN,AUS,Friday,15:56,126,0
UA,252,DEN,DFW,Friday,15:56,119,1
DL,2011,ATL,DFW,Friday,15:57,148,1
EV,5406,CVG,DCA,Friday,15:57,87,0
OO,3074,OMA,MKE,Friday,15:57,81,1
OO,6627,ORD,MEM,Friday,15:57,103,1
OO,6990,DEN,LNK,Friday,15:57,78,1
XE,2122,IAH,MSP,Friday,15:57,168,1
CO,1706,AUS,IAH,Friday,15:58,57,1
FL,367,LGA,ATL,Friday,15:58,159,1
HA,189,KOA,HNL,Friday,15:58,42,1
UA,717,DEN,LAS,Friday,15:58,122,0
DL,1896,ATL,JAX,Friday,15:59,71,1
DL,2587,RSW,DTW,Friday,15:59,171,1
EV,5417,ATL,DSM,Friday,15:59,131,0
MQ,4388,JFK,BOS,Friday,15:59,81,1
OO,6322,ACV,SFO,Friday,15:59,74,0
OO,6386,SFO,BOI,Friday,15:59,92,1
OO,6712,SFO,RNO,Friday,15:59,57,0
UA,119,SFO,LAX,Friday,15:59,90,1
UA,480,SFO,PIT,Friday,15:59,298,1
XE,2406,DAL,IAH,Friday,15:59,59,1
XE,5905,TVC,ORD,Friday,15:59,79,0
YV,2658,CHS,CLT,Friday,15:59,69,1
YV,2986,PHX,SAT,Friday,15:59,122,1
YV,7283,DAY,ORD,Friday,15:59,72,0
9E,3650,BHM,ATL,Friday,16:00,73,1
9E,3965,ATL,HOU,Friday,16:00,140,1
9E,4005,ATL,TUL,Friday,16:00,130,1
9E,4334,JAX,CVG,Friday,16:00,122,0
AA,1091,DFW,SAN,Friday,16:00,185,1
AA,1306,SAN,DFW,Friday,16:00,170,1
AA,284,HNL,LAX,Friday,16:00,310,0
AA,341,LGA,ORD,Friday,16:00,180,0
AA,428,DFW,RDU,Friday,16:00,150,1
AA,531,DCA,STL,Friday,16:00,135,0
AA,576,DFW,ICT,Friday,16:00,75,0
AS,507,SNA,SEA,Friday,16:00,175,0
B6,1404,SFO,AUS,Friday,16:00,201,1
B6,151,JFK,PBI,Friday,16:00,188,0
B6,439,BOS,MCO,Friday,16:00,192,0
B6,709,JFK,SJU,Friday,16:00,239,1
B6,916,ORD,JFK,Friday,16:00,137,1
CO,1086,IAH,MCO,Friday,16:00,139,1
CO,1090,IAH,MIA,Friday,16:00,141,0
CO,1648,IAH,FLL,Friday,16:00,146,0
CO,386,SNA,EWR,Friday,16:00,296,1
CO,676,EWR,RSW,Friday,16:00,190,1
CO,702,EWR,SFO,Friday,16:00,382,1
DL,125,ATL,LAX,Friday,16:00,306,1
DL,1439,ATL,IAH,Friday,16:00,139,1
DL,1539,DCA,ATL,Friday,16:00,119,1
DL,1678,ATL,MEM,Friday,16:00,87,1
DL,2016,DEN,ATL,Friday,16:00,173,1
DL,2028,MCO,DTW,Friday,16:00,160,1
DL,2072,ATL,MSP,Friday,16:00,166,1
DL,2101,BOS,ATL,Friday,16:00,183,0
DL,2362,LAX,JFK,Friday,16:00,318,1
DL,2447,LGA,ATL,Friday,16:00,162,0
DL,2594,ATL,PHL,Friday,16:00,127,1
DL,2601,ATL,DAB,Friday,16:00,80,1
DL,95,JFK,SLC,Friday,16:00,330,0
EV,4995,ATL,MLU,Friday,16:00,97,1
EV,5097,CAK,ATL,Friday,16:00,112,0
EV,5118,BOS,MEM,Friday,16:00,210,1
EV,5556,BTR,ATL,Friday,16:00,95,1
HA,262,HNL,ITO,Friday,16:00,51,1
MQ,2708,CVG,DFW,Friday,16:00,165,0
MQ,3241,LIT,DFW,Friday,16:00,80,1
MQ,3330,SGF,DFW,Friday,16:00,85,1
MQ,3728,EWR,ORD,Friday,16:00,165,0
MQ,4045,ORD,DBQ,Friday,16:00,55,0
MQ,4249,BDL,ORD,Friday,16:00,165,0
MQ,4330,CVG,ORD,Friday,16:00,80,0
MQ,4416,LGA,RDU,Friday,16:00,110,0
MQ,4455,JFK,DCA,Friday,16:00,90,0
MQ,4465,LGA,BOS,Friday,16:00,70,0
OH,6599,STL,CVG,Friday,16:00,72,1
OO,6397,LAX,SBP,Friday,16:00,54,1
OO,6501,DEN,LIT,Friday,16:00,116,1
OO,6524,SFO,PDX,Friday,16:00,103,1
OO,6852,SFO,ACV,Friday,16:00,79,0
UA,460,SFO,LAS,Friday,16:00,100,1
UA,688,ORD,LGA,Friday,16:00,136,0
US,151,PHL,SAN,Friday,16:00,355,0
US,1557,PHL,FLL,Friday,16:00,171,0
US,2041,BOS,DCA,Friday,16:00,92,0
US,2134,LGA,BOS,Friday,16:00,74,0
US,2135,BOS,LGA,Friday,16:00,75,0
US,2181,LGA,DCA,Friday,16:00,76,0
US,275,PHX,IAH,Friday,16:00,154,1
US,614,PHX,ATL,Friday,16:00,212,1
US,711,PHL,LAX,Friday,16:00,363,0
US,722,ORD,PHL,Friday,16:00,123,1
WN,1037,BHM,MSY,Friday,16:00,70,1
WN,1165,PHX,LIT,Friday,16:00,160,1
WN,1197,PHX,HOU,Friday,16:00,145,1
WN,1405,ABQ,LAX,Friday,16:00,125,1
WN,1573,LBB,DAL,Friday,16:00,60,1
WN,240,MCO,ISP,Friday,16:00,145,1
WN,246,PHX,BHM,Friday,16:00,195,1
WN,296,HOU,OKC,Friday,16:00,80,1
WN,3145,SMF,BUR,Friday,16:00,70,1
WN,3154,PHL,MCO,Friday,16:00,160,1
WN,3328,SJC,PDX,Friday,16:00,110,1
WN,39,DAL,HOU,Friday,16:00,65,1
WN,40,HOU,DAL,Friday,16:00,60,1
WN,505,PHX,SDF,Friday,16:00,205,1
WN,600,SFO,LAS,Friday,16:00,90,1
WN,603,BNA,AUS,Friday,16:00,140,1
WN,790,OKC,STL,Friday,16:00,85,1
WN,919,BDL,BWI,Friday,16:00,75,1
WN,992,MDW,MCO,Friday,16:00,160,1
XE,2177,TPA,IAH,Friday,16:00,145,0
XE,2489,IND,EWR,Friday,16:00,124,1
XE,2657,EWR,XNA,Friday,16:00,204,0
XE,2766,LFT,IAH,Friday,16:00,62,0
XE,2790,IAH,VPS,Friday,16:00,93,0
YV,2705,RIC,CLT,Friday,16:00,80,1
YV,2757,TUS,PHX,Friday,16:00,49,0
B6,259,FLL,LGB,Friday,16:01,342,1
